type,checkpoint,prompt,response,time,mem_after,mem_before,consumed,model_parameters
beam_5,bigscience/bloom-560m,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","Des cribe  a  situation  in  which  the  given  stere otype  can  harm  you .  ""All  Asi ans  are  smart ! ""  is  a  good  example  of  a  stere otyp ical  statement . ",148.2544897,3130626048,3054444544,-76181504,559214592
beam_5,bigscience/bloom-560m,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Generate  an  appropriate  subjective  title  for  the  following  email:  Hi  [ person  name ] ,

 I'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  2023 . 

 Best ,
 [ my  name ] ,  [ email  protected ] 

 A: 

 I  am  not  sure  if  this  is  the  best  way  to  do  it ,  but  I  think  it  is  a  good  idea .
 First  of  all ,  I  would  like  to  thank",105.6089513,2928418816,3447230464,518811648,559214592
beam_5,bigscience/bloom-560m,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Generate  an  appropriate  subjective  title  for  the  following  email:  Hi  [ person  name ] ,

 I'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  2023 . 

 Best ,
 [ my  name ] ,  [ email  protected ] 

 A: 

 I  am  not  sure  if  this  is  the  best  way  to  do  it ,  but  I  think  it  is  a  good  idea .
 First  of  all ,  I  would  like  to  thank",98.39506292,2087960576,2456023040,368062464,559214592
beam_10,bigscience/bloom-560m,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is  there  anything  I  can  eat  for  a  breakfast  that  doesn't  include  eggs ,  yet  includes  protein ,  and  has  roughly  700 -1000  cal ories ?   If  so ,  what  is  the  best  way  to  do  it ?

 A: 

 I  don't  know  if  this  is  a  good  question  to  ask ,  but  if  you  want  to  make  a  protein  breakfast ,  you  can  use  a",220.6937745,2875572224,6786822144,3911249920,559214592
beam_10,bigscience/bloom-560m,What is the relation between the given pairs? Night : Day :: Right : Left,What  is  the  relation  between  the  given  pairs ?  Night  :  Day  ::  Right  :  Left  ::  Time  :  Time  ::  Date  :  Date  ::  Name  :  Name  ::  Age  :  Age  ::  Height  :  Height  ::  Weight  :  Weight  ::  Body  :  Body  ::  Sex  :  Sex  ::  Race  :  Race  ::  Religion  :  Religion,195.7736251,2274775040,2804293632,529518592,559214592
beam_10,bigscience/bloom-560m,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","Generate  a  one -s ent ence  description  for  each  of  the  following  people .  -  Br ack  Obama 
 -  Elon  Musk 
 -  Taylor  Swift ",220.3230412,2859839488,6507483136,3647643648,559214592
beam_10,bigscience/bloom-560m,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","Des cribe  a  situation  in  which  the  given  stere otype  can  harm  you .  ""All  Asi ans  are  smart ! "" ",206.8279781,2446016512,3056680960,610664448,559214592
beam_10,bigscience/bloom-560m,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Generate  an  appropriate  subjective  title  for  the  following  email:  Hi  [ person  name ] ,

 I'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  2023 . 

 Best ,
 [ my  name ] 

 I  am  interested  in  participating  in  this  workshop .  Please  send  me  an  email  with  your  name ,  email  address ,  and  phone  number .  Thank  you .

 A: 

 If  you  want  to  participate  in  the  workshop ,",144.0122576,2460217344,3447230464,987013120,559214592
beam_10,bigscience/bloom-560m,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Generate  an  appropriate  subjective  title  for  the  following  email:  Hi  [ person  name ] ,

 I'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  2023 . 

 Best ,
 [ my  name ] 

 I  am  interested  in  participating  in  this  workshop .  Please  send  me  an  email  with  your  name ,  email  address ,  and  phone  number .  Thank  you .

 A: 

 If  you  want  to  participate  in  the  workshop ,",134.9318025,1664708608,2488733696,824025088,559214592
beam_15,bigscience/bloom-560m,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is  there  anything  I  can  eat  for  a  breakfast  that  doesn't  include  eggs ,  yet  includes  protein ,  and  has  roughly  700 -1000  cal ories ?   If  so ,  what  is  the  best  way  to  make  it ?

 A: 

 I  don't  know  if  this  is  what  you  are  looking  for ,  but  here  are  a  few  things  to  consider : 

 Do  you  want  to",253.680618,2518147072,6786932736,4268785664,559214592
beam_15,bigscience/bloom-560m,What is the relation between the given pairs? Night : Day :: Right : Left,"What  is  the  relation  between  the  given  pairs ?  Night  :  Day  ::  Right  :  Left  ::  Up  :  Down  ::  Left Up  :  Right Down  :  Up Down 
 I  want  to  know  if  there  is  a  way  to  check  if  a  given  pair  is  right  or  left  or  up  or  down ?

 A: 

",214.0610425,1993297920,3342897152,1349599232,559214592
beam_15,bigscience/bloom-560m,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","Generate  a  one -s ent ence  description  for  each  of  the  following  people .  -  Br ack  Obama 
 -  Elon  Musk 
 -  Taylor  Swift ",252.202564,2559750144,6505676800,3945926656,559214592
beam_15,bigscience/bloom-560m,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","Des cribe  a  situation  in  which  the  given  stere otype  can  harm  you .  ""All  Asi ans  are  smart ! "" ",245.7835829,2203820032,3284598784,1080778752,559214592
beam_15,bigscience/bloom-560m,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Generate  an  appropriate  subjective  title  for  the  following  email:  Hi  [ person  name ] ,

 I'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  2023 . 

 Best ,
 [ my  name ] ,  [ email  protected ] 

 I  would  like  to  thank  you  for  your  interest  in  participating  in  this  workshop .  I  hope  that  you  will  find  it  interesting  and  inform ative .  Thank  you  very  much .

 A: 

",166.6889148,2205900800,3444133888,1238233088,559214592
beam_15,bigscience/bloom-560m,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Generate  an  appropriate  subjective  title  for  the  following  email:  Hi  [ person  name ] ,

 I'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  2023 . 

 Best ,
 [ my  name ] ,  [ email  protected ] 

 I  would  like  to  thank  you  for  your  interest  in  participating  in  this  workshop .  I  hope  that  you  will  find  it  interesting  and  inform ative .  Thank  you  very  much .

 A: 

",159.6214702,1756491776,2761261056,1004769280,559214592
beam_20,bigscience/bloom-560m,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is  there  anything  I  can  eat  for  a  breakfast  that  doesn't  include  eggs ,  yet  includes  protein ,  and  has  roughly  700 -1000  cal ories ?   If  so ,  what  is  the  best  way  to  do  it ?

 A: 

 If  you  want  to  add  protein  to  your  breakfast ,  you  need  to  make  sure  that  the  protein  is  in  the  form  of  whe y  protein",306.0101304,2504835072,6786269184,4281434112,559214592
beam_20,bigscience/bloom-560m,What is the relation between the given pairs? Night : Day :: Right : Left,"What  is  the  relation  between  the  given  pairs ?  Night  :  Day  ::  Right  :  Left 
 I  want  to  know  if  there  is  a  way  to  check  if  a  given  pair  is  right  or  left ?

 A: 

 You  can  do  it  like  this: 
 def  is Right ( left ,  right ) : 
   ",249.646055,2343010304,3374657536,1031647232,559214592
beam_20,bigscience/bloom-560m,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","Generate  a  one -s ent ence  description  for  each  of  the  following  people .  -  Br ack  Obama 
 -  Elon  Musk 
 -  Taylor  Swift ",248.8560109,2471493632,6493806592,4022312960,559214592
beam_20,bigscience/bloom-560m,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","Des cribe  a  situation  in  which  the  given  stere otype  can  harm  you .  ""All  Asi ans  are  smart ! "" ",267.7292893,2206978048,3547480064,1340502016,559214592
beam_20,bigscience/bloom-560m,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Generate  an  appropriate  subjective  title  for  the  following  email:  Hi  [ person  name ] ,

 I'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  2023 . 

 Best ,
 [ my  name ] ,  [ email  protected ] 

 I  would  like  to  thank  you  for  your  interest  in  participating  in  this  workshop .  I  hope  that  you  will  find  it  interesting  and  inform ative .  Thank  you  very  much .

 A: 

",181.1690381,2054029312,3443359744,1389330432,559214592
beam_20,bigscience/bloom-560m,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Generate  an  appropriate  subjective  title  for  the  following  email:  Hi  [ person  name ] ,

 I'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  2023 . 

 Best ,
 [ my  name ] ,  [ email  protected ] 

 I  would  like  to  thank  you  for  your  interest  in  participating  in  this  workshop .  I  hope  that  you  will  find  it  interesting  and  inform ative .  Thank  you  very  much .

 A: 

",174.284375,1565442048,2728280064,1162838016,559214592
beam_5,distilgpt2,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is  there  anything  I  can  eat  for  a  breakfast  that  doesn 't  include  eggs ,  yet  includes  protein ,  and  has  roughly  700 - 1000  calories ?   ________________ __ ",28.5171051,9391845376,10341756928,949911552,81912576
beam_5,distilgpt2,What is the relation between the given pairs? Night : Day :: Right : Left,"What  is  the  relation  between  the  given  pairs ?  Night  :  Day  ::  Right  :  Left  :  Right . 
 
 Night  is  a  function  that  takes  a  pair  of  pairs  of  two  pairs  and  returns  a  value  of  the  pair .  The  function  is  called  in  the  following  way : 
 night  :  Night  ::",25.6776576,9297883136,9351086080,53202944,81912576
beam_5,distilgpt2,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","Gener ate  a  one - sent ence  description  for  each  of  the  following  people .  -  Br ack  Obama 
 -  Elon  Musk 
 -  Taylor  Swift ",29.65113974,8986259456,9253638144,267378688,81912576
beam_5,distilgpt2,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","Desc ribe  a  situation  in  which  the  given  stereotype  can  harm  you .  "" All  Asians  are  smart !"" ",12.23984742,9080168448,9196896256,116727808,81912576
beam_5,distilgpt2,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Gener ate  an  appropriate  subjective  title  for  the  following  email :  Hi  [ person  name ], 
 
 I 'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  20 23 .   
 
 Best , 
 [ my  name ] ",15.59322572,8565694464,9063170048,497475584,81912576
beam_5,distilgpt2,How do you answer this question in a job interview? What do you think about when you are alone in a car?,How  do  you  answer  this  question  in  a  job  interview ?  What  do  you  think  about  when  you  are  alone  in  a  car ? ,17.27546239,9377370112,10335305728,957935616,81912576
beam_5,distilgpt2,Brainstorm a list of possible New Year's resolutions. ,Brain storm  a  list  of  possible  New  Year 's  resolutions .   ________________ __ ,13.88545871,9361272832,9512517632,151244800,81912576
beam_5,distilgpt2,"Explain the following idiom to me, and try to give me some examples. black sheep","Expl ain  the  following  id iom  to  me ,  and  try  to  give  me  some  examples .  black  sheep : 
 
 I  don 't  know  what  to  do  with  it ,  but  I 'm  sure  I 'll  be  able  to  use  it  in  the  future . ",23.68126583,9255604224,9280929792,25325568,81912576
beam_5,distilgpt2,Generate a haiku using the following word: summer,"Gener ate  a  ha iku  using  the  following  word :  summer ,  winter ,  spring ,  summer . ",21.5859282,9122885632,9316876288,193990656,81912576
beam_5,distilgpt2,Recommend a movie for me to watch during the weekend and explain the reason. ,Recommend  a  movie  for  me  to  watch  during  the  weekend  and  explain  the  reason .   ________________ __ ,27.77557182,8951422976,9313398784,361975808,81912576
beam_10,distilgpt2,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is  there  anything  I  can  eat  for  a  breakfast  that  doesn 't  include  eggs ,  yet  includes  protein ,  and  has  roughly  700 - 1000  calories ?   ________________ __ ",39.66827536,9317601280,10340724736,1023123456,81912576
beam_10,distilgpt2,What is the relation between the given pairs? Night : Day :: Right : Left,"What  is  the  relation  between  the  given  pairs ?  Night  :  Day  ::  Right  :  Left  :  Right 
 
 Night  is  a  function  that  takes  a  number  of  parameters  and  returns  a  list  of  the  parameters .  It  can  also  be  used  to  calculate  the  value  of  a  given  pair .  In  this  case ,",33.72492027,9210462208,9343344640,132882432,81912576
beam_10,distilgpt2,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","Gener ate  a  one - sent ence  description  for  each  of  the  following  people .  -  Br ack  Obama 
 -  Elon  Musk 
 -  Taylor  Swift ",33.51792884,9000988672,9253470208,252481536,81912576
beam_10,distilgpt2,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","Desc ribe  a  situation  in  which  the  given  stereotype  can  harm  you .  "" All  Asians  are  smart !"" ",9.830699921,9096151040,9196777472,100626432,81912576
beam_10,distilgpt2,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Gener ate  an  appropriate  subjective  title  for  the  following  email :  Hi  [ person  name ], 
 
 I 'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  20 23 .   
 
 Best , 
 [ my  name ] ",18.277107,8821608448,9104396288,282787840,81912576
beam_10,distilgpt2,How do you answer this question in a job interview? What do you think about when you are alone in a car?,How  do  you  answer  this  question  in  a  job  interview ?  What  do  you  think  about  when  you  are  alone  in  a  car ? ,14.88609338,9370542080,10333241344,962699264,81912576
beam_10,distilgpt2,Brainstorm a list of possible New Year's resolutions. ,Brain storm  a  list  of  possible  New  Year 's  resolutions .   ________________ __ ,20.12109876,9252315136,9512517632,260202496,81912576
beam_10,distilgpt2,"Explain the following idiom to me, and try to give me some examples. black sheep","Expl ain  the  following  id iom  to  me ,  and  try  to  give  me  some  examples .  black  sheep : 
 
 If  you  have  any  questions ,  please  let  me  know  in  the  comments  below . ",18.94586635,9318539264,9280929792,-37609472,81912576
beam_10,distilgpt2,Generate a haiku using the following word: summer,Gener ate  a  ha iku  using  the  following  word :  summer . ,19.96435475,9169076224,9316720640,147644416,81912576
beam_10,distilgpt2,Recommend a movie for me to watch during the weekend and explain the reason. ,Recommend  a  movie  for  me  to  watch  during  the  weekend  and  explain  the  reason .   ________________ __ ,22.14799356,9050755072,9313398784,262643712,81912576
beam_15,distilgpt2,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is  there  anything  I  can  eat  for  a  breakfast  that  doesn 't  include  eggs ,  yet  includes  protein ,  and  has  roughly  700 - 1000  calories ?   ________________ __ ",44.19798493,9215758336,10339434496,1123676160,81912576
beam_15,distilgpt2,What is the relation between the given pairs? Night : Day :: Right : Left,"What  is  the  relation  between  the  given  pairs ?  Night  :  Day  ::  Right  :  Left  :  Right 
 
 Night  is  a  function  that  takes  a  number  of  parameters  and  returns  a  list  of  the  parameters .  In  this  case ,  the  first  parameter  is  an  integer ,  and  the  second  parameter  can  be  a",39.6687851,9178882048,9343344640,164462592,81912576
beam_15,distilgpt2,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","Gener ate  a  one - sent ence  description  for  each  of  the  following  people .  -  Br ack  Obama 
 -  Elon  Musk 
 -  Taylor  Swift ",34.65001965,8975958016,9253470208,277512192,81912576
beam_15,distilgpt2,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","Desc ribe  a  situation  in  which  the  given  stereotype  can  harm  you .  "" All  Asians  are  smart !"" ",16.2604382,9055469568,9196777472,141307904,81912576
beam_15,distilgpt2,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Gener ate  an  appropriate  subjective  title  for  the  following  email :  Hi  [ person  name ], 
 
 I 'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  20 23 .   
 
 Best , 
 [ my  name ] ",21.91380668,8820883456,9186848768,365965312,81912576
beam_15,distilgpt2,How do you answer this question in a job interview? What do you think about when you are alone in a car?,How  do  you  answer  this  question  in  a  job  interview ?  What  do  you  think  about  when  you  are  alone  in  a  car ? ,19.34214711,9464573952,10331435008,866861056,81912576
beam_15,distilgpt2,Brainstorm a list of possible New Year's resolutions. ,Brain storm  a  list  of  possible  New  Year 's  resolutions .   ________________ __ ,21.81817174,9220890624,9512517632,291627008,81912576
beam_15,distilgpt2,"Explain the following idiom to me, and try to give me some examples. black sheep","Expl ain  the  following  id iom  to  me ,  and  try  to  give  me  some  examples .  black  sheep . ",22.85745311,9265410048,9280671744,15261696,81912576
beam_15,distilgpt2,Generate a haiku using the following word: summer,Gener ate  a  ha iku  using  the  following  word :  summer . ,23.20694733,9122885632,9316720640,193835008,81912576
beam_15,distilgpt2,Recommend a movie for me to watch during the weekend and explain the reason. ,Recommend  a  movie  for  me  to  watch  during  the  weekend  and  explain  the  reason .   ________________ __ ,27.85921621,9012981760,9313398784,300417024,81912576
beam_20,distilgpt2,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is  there  anything  I  can  eat  for  a  breakfast  that  doesn 't  include  eggs ,  yet  includes  protein ,  and  has  roughly  700 - 1000  calories ?   ________________ __ ",49.12563348,9117306880,10337370112,1220063232,81912576
beam_20,distilgpt2,What is the relation between the given pairs? Night : Day :: Right : Left,"What  is  the  relation  between  the  given  pairs ?  Night  :  Day  ::  Right  :  Left  :  Right 
 
 Night  is  a  function  that  takes  a  number  of  parameters  and  returns  a  list  of  the  parameters .  In  this  case ,  there  are  two  parameters : 
 1  2  3  4  5  6  7  8",45.2270081,9122885632,9343344640,220459008,81912576
beam_20,distilgpt2,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","Gener ate  a  one - sent ence  description  for  each  of  the  following  people .  -  Br ack  Obama 
 -  Elon  Musk 
 -  Taylor  Swift ",37.00971174,9065930752,9253470208,187539456,81912576
beam_20,distilgpt2,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","Desc ribe  a  situation  in  which  the  given  stereotype  can  harm  you .  "" All  Asians  are  smart !"" ",14.66248536,9052053504,9196777472,144723968,81912576
beam_20,distilgpt2,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Gener ate  an  appropriate  subjective  title  for  the  following  email :  Hi  [ person  name ], 
 
 I 'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  20 23 .   
 
 Best , 
 [ my  name ] ",23.38175488,8820883456,9186668544,365785088,81912576
beam_20,distilgpt2,How do you answer this question in a job interview? What do you think about when you are alone in a car?,How  do  you  answer  this  question  in  a  job  interview ?  What  do  you  think  about  when  you  are  alone  in  a  car ? ,21.29389858,9397485568,10329370624,931885056,81912576
beam_20,distilgpt2,Brainstorm a list of possible New Year's resolutions. ,Brain storm  a  list  of  possible  New  Year 's  resolutions .   ________________ __ ,23.44444776,9211629568,9512517632,300888064,81912576
beam_20,distilgpt2,"Explain the following idiom to me, and try to give me some examples. black sheep","Expl ain  the  following  id iom  to  me ,  and  try  to  give  me  some  examples .  black  sheep . ",25.94573474,9218445312,9280671744,62226432,81912576
beam_20,distilgpt2,Generate a haiku using the following word: summer,Gener ate  a  ha iku  using  the  following  word :  summer . ,26.61272669,9233879040,9316720640,82841600,81912576
beam_20,distilgpt2,Recommend a movie for me to watch during the weekend and explain the reason. ,Recommend  a  movie  for  me  to  watch  during  the  weekend  and  explain  the  reason .   ________________ __ ,30.03873944,8999694336,9313398784,313704448,81912576
beam_5,google/bert_for_seq_generation_L-24_bbc_encoder,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is there anything I can eat for a breakfast that doesn 't include eggs , yet includes protein , and has roughly 700 - 1000 calories ? plug plug novel novel comic comic challenged comic novel plug comic plug spectacular comic unlawfully reluctantly unlawfully unlawfully unilaterally reluctantly reluctantly peacefully reluctantly unilaterally unilaterally unlawfully disarm spectacular Renault spectacular Enough jumper comic Bor comic cation reluctantly disarm comic spectacular",126.3661749,4379373568,7946067968,3566694400,354452662
beam_5,google/bert_for_seq_generation_L-24_bbc_encoder,What is the relation between the given pairs? Night : Day :: Right : Left,What is the relation between the given pairs ? Night : Day :: Right : Left coll plug plug bomb plug hammer opener Cater plug Cater challenged Cater spectacular BBC Cater encounter Cater late late Cater Cater att dr Geoffrey Cater inst Cater unlawfully unlawfully reluctantly reluctantly dispatch organisers itzer spectacular Fields Fields Cater dispose Reid,110.3836021,3832131584,5144653824,1312522240,354452662
beam_5,google/bert_for_seq_generation_L-24_bbc_encoder,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift",Gen erate a one - sent ence description for each of the following people . - B rack Obama <unk> - Elon Musk <unk> - Taylor Swift spectacular spectacular hitting hitting target hitting reluctantly comic comic arc novel Renault novel Cum Lie Lie reluctantly Lie Nichols novel Lie Compton comic reluctantly reluctantly Compton Garcia comic Webb comic outfield outfield Baseball Baseball Rutherford plug dispose dispose Winner Reid,113.4772828,3246526464,4520153088,1273626624,354452662
beam_5,google/bert_for_seq_generation_L-24_bbc_encoder,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","De scribe a situation in which the given stereotype can harm you . "" All Asians are smart !"" spectacular spectacular plug plug spectacular reluctantly plug reluctantly Gol plug Plaza Il plug Oil unloaded reluctantly reluctantly Lie McGee plug IRA spectacular launching launching IRA comic comic novel novel IRA plug comic IRA novel Cos comic Cos spectacular Cos plug",109.3099654,3344154624,4367040512,1022885888,354452662
beam_5,google/bert_for_seq_generation_L-24_bbc_encoder,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Gen erate an appropriate subjective title for the following email : Hi [ person name ], <unk> I 'm writing to ask you if you are happy to be a pan elist of our workshop on multi mod ality at CV PR . The workshop will be held on June 20 , 2 023 .  <unk> Best , <unk> [ my name ] challenged challenged comic comic novel novel book irc challenged payers spectacular Hit Hit hit irc plug plug spectacular reluctantly unlawfully Highly reluctantly dispose dispose Close reluctantly reluctantly Lie inquiry dispose Lie Webb spectacular Reid plug suit Webb Reid heated Reid",123.1174996,2322952192,4082515968,1759563776,354452662
beam_5,google/bert_for_seq_generation_L-24_bbc_encoder,How do you answer this question in a job interview? What do you think about when you are alone in a car?,How do you answer this question in a job interview ? What do you think about when you are alone in a car ? spectacular spectacular plug plug spectacular comic comic Alan comic reluctantly reluctantly Unless Ultimately reluctantly Compton comic Upton comic Aut comic Expert expert Lie Aut plug novel novel plug suit Garcia comic Lie Lie Voice spectacular Compton novel Lightning Lightning Compton,122.3680801,4437000192,7937818624,3500818432,354452662
beam_5,google/bert_for_seq_generation_L-24_bbc_encoder,Brainstorm a list of possible New Year's resolutions. ,Brain storm a list of possible New Year 's resolutions . troubled troubled frontline troubled Queensland novel novel specialist specialist frontline frontline lists Emirates Emirates Organisation Organisation Queensland Queensland Borough lob Oil organised Plaza Organisation Lie Said Leading Queensland organised Lie comic bins Able Towers organise Plaza Plaza reluctantly reluctantly Plaza,102.7629676,4018126848,4369166336,351039488,354452662
beam_5,google/bert_for_seq_generation_L-24_bbc_encoder,"Explain the following idiom to me, and try to give me some examples. black sheep","Explain the following id iom to me , and try to give me some examples . black sheep spectacular spectacular plug plug novel plug comic quiz Reid novel novel Hurt Hurt Shar comic ingham stranger Able spectacular Able Buck Buck Tip reluctantly reluctantly unlawfully Rubin novel Able Rubin Rubin reluctantly unilaterally Reid spectacular flash flash pell pell Reid",106.2376802,3602075648,3662565376,60489728,354452662
beam_5,google/bert_for_seq_generation_L-24_bbc_encoder,Generate a haiku using the following word: summer,Gen erate a ha iku using the following word : summer comic Ic comic Robinson plug plug trigger Pool Pool Reports Compton Cox Compton Rocks Rocks Pool Rocks Compton Reid Reid dispose dispose Cox Reid Garcia Compton Compton McGee Garcia Garcia Reid Compton Clark Reid Winning Reid comic Reid plug Pool,98.79408073,3968544768,3311677440,-656867328,354452662
beam_5,google/bert_for_seq_generation_L-24_bbc_encoder,Recommend a movie for me to watch during the weekend and explain the reason. ,Recommend a movie for me to watch during the weekend and explain the reason . comic comic plug plug Briggs plug Fields plug Plaza comic Plaza reluctantly Plaza peacefully per reluctantly Cox plug per peacefully Cox spectacular emerging per Cox novel Cox suit Cox Cox emerging Field emerging Foley Cox Track Cox peacefully Reid plug,88.70754123,4113387520,3722960896,-390426624,354452662
beam_10,google/bert_for_seq_generation_L-24_bbc_encoder,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is there anything I can eat for a breakfast that doesn 't include eggs , yet includes protein , and has roughly 700 - 1000 calories ? plug plug comic comic challenged Warner plug spectacular spectacular plug unlawfully Birmingham comic ery reluctantly reluctantly unlawfully unlawfully reluctantly unilaterally reluctantly jurisdiction plug blink quiz organisers qualifier jumper jumper qualifier dwarf dwarf novel novel enter unlawfully jumper Cox comic dwarf",156.3075373,3757604864,7945293824,4187688960,354452662
beam_10,google/bert_for_seq_generation_L-24_bbc_encoder,What is the relation between the given pairs? Night : Day :: Right : Left,What is the relation between the given pairs ? Night : Day :: Right : Left coll plug plug bomb plug hammer opener Cater plug Cater challenged Cater encounter Cater spectacular Cater suit Cater peacefully Cater Cater iar eller Cater unlawfully unilaterally dispatch Cater contention Cater hers hers Cater dispatch dispatch organisers organisers Winning Cater itzer,133.4944015,3397218304,5210152960,1812934656,354452662
